,ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Segmentation
6662,462338,Male,Yes,43,Yes,Artist,9.0,Average,2,3
4755,461326,Female,No,36,Yes,Artist,1.0,Low,1,3
4063,460550,Female,Yes,59,Yes,Artist,0.0,Average,4,3
4097,462816,Male,Yes,76,No,Entertainment,0.0,Low,1,4
68,465233,Male,Yes,57,Yes,Artist,0.0,Average,4,2
4324,465169,Female,No,59,Yes,Doctor,0.0,Low,4,2
6634,459372,Female,No,27,Yes,Healthcare,3.0,Low,4,2
681,464965,Male,Yes,76,No,Executive,1.0,Low,7,4
492,462064,Male,Yes,58,Yes,Artist,0.0,Average,3,3
6814,467661,Female,Yes,45,Yes,Artist,0.0,High,2,2
6281,466972,Male,Yes,25,Yes,Artist,12.0,Low,2,1
5473,462670,Male,Yes,89,Yes,Doctor,6.0,Low,1,1
4713,460429,Female,No,32,Yes,Engineer,9.0,Low,1,1
729,465900,Female,No,36,Yes,Entertainment,7.0,Low,1,1
6163,460759,Male,Yes,69,No,Lawyer,1.0,Low,2,2
4914,463321,Male,No,22,No,Healthcare,1.0,Low,3,4
2041,467901,Female,No,33,Yes,Entertainment,1.0,Low,4,2
303,464075,Female,Yes,86,Yes,Lawyer,0.0,High,2,2
1480,461615,Male,No,25,Yes,Doctor,1.0,Low,2,4
5614,464478,Female,Yes,75,No,Lawyer,0.0,High,2,2
7928,462029,Male,No,60,No,Entertainment,0.0,Low,1,1
4279,466160,Female,Yes,51,Yes,Engineer,1.0,Average,2,3
1400,465611,Male,No,53,Yes,Doctor,0.0,Low,1,3
3037,460338,Male,No,28,Yes,Entertainment,14.0,Low,2,4
5514,462826,Male,No,22,No,Healthcare,0.0,Low,3,4
7730,466150,Male,Yes,51,Yes,Artist,1.0,Low,2,2
6314,465059,Male,Yes,56,Yes,Artist,0.0,Average,4,3
4716,461231,Male,Yes,52,Yes,Artist,2.0,High,1,4
6368,465476,Female,No,28,No,Healthcare,3.0,Low,2,1
5949,467572,Male,Yes,63,Yes,Artist,1.0,Average,4,1
7126,462789,Female,No,19,No,Healthcare,0.0,Low,6,4
4722,464510,Female,Yes,75,No,Lawyer,0.0,High,2,4
5280,467511,Male,Yes,57,Yes,Entertainment,3.0,Low,1,1
7744,461140,Female,No,30,No,Homemaker,3.0,Low,4,4
509,460685,Male,No,51,Yes,Artist,6.0,Low,4,2
7488,459886,Male,Yes,26,No,Artist,1.0,Low,4,1
1828,460039,Male,Yes,27,Yes,Healthcare,5.0,Low,5,4
5155,462869,Male,No,31,Yes,Doctor,8.0,Low,1,4
7094,460794,Female,Yes,39,Yes,Homemaker,9.0,Low,1,4
7743,465017,Male,Yes,52,Yes,Executive,1.0,High,4,3
7147,465805,Male,Yes,50,Yes,Engineer,8.0,Low,1,3
2980,460348,Female,No,37,Yes,Artist,1.0,Low,2,3
3512,467559,Male,Yes,58,Yes,Executive,0.0,Average,4,3
1179,460734,Male,Yes,35,Yes,Entertainment,8.0,Average,2,4
816,464581,Female,No,25,No,Doctor,0.0,Low,4,4
7356,467389,Male,No,43,No,Engineer,1.0,Low,2,4
7662,466583,Female,Yes,38,Yes,Doctor,0.0,Average,2,1
381,460035,Female,No,25,Yes,Artist,0.0,Low,6,1
440,463287,Male,Yes,50,Yes,Artist,1.0,Average,4,3
4421,459302,Female,Yes,57,Yes,Artist,0.0,Average,4,3
4799,467558,Male,Yes,50,Yes,Doctor,0.0,Average,8,3
3054,465702,Male,No,32,Yes,Entertainment,1.0,Low,1,1
6986,464401,Female,Yes,66,Yes,Lawyer,4.0,Low,1,2
851,459846,Female,Yes,50,Yes,Artist,1.0,Average,3,2
4535,467240,Female,Yes,22,No,Doctor,6.0,High,3,4
1866,462175,Female,No,36,Yes,Homemaker,9.0,Low,1,1
493,463249,Male,No,28,No,Entertainment,1.0,Low,2,1
4842,462424,Female,Yes,38,No,Artist,0.0,Low,3,3
1830,462652,Male,Yes,37,No,Artist,8.0,Average,3,2
893,464735,Female,No,38,Yes,Marketing,8.0,Low,3,4
4024,465242,Male,No,22,No,Healthcare,7.0,Low,4,4
2036,461651,Female,Yes,63,Yes,Artist,1.0,Average,3,3
1001,463297,Male,No,27,Yes,Healthcare,4.0,Low,2,4
2010,460178,Male,Yes,50,Yes,Entertainment,1.0,Low,2,1
115,461177,Male,Yes,36,No,Executive,8.0,Average,4,2
2113,463365,Male,Yes,67,No,Executive,1.0,High,2,4
3130,460024,Female,Yes,43,Yes,Entertainment,8.0,Low,1,2
5623,465244,Male,No,23,No,Healthcare,1.0,Low,4,4
4613,459742,Female,Yes,83,No,Lawyer,1.0,High,2,3
3257,465874,Female,No,26,Yes,Artist,1.0,Low,2,4
241,465693,Female,Yes,25,Yes,Healthcare,1.0,High,4,1
7014,461408,Male,Yes,46,Yes,Marketing,1.0,Low,3,4
754,467561,Male,Yes,61,Yes,Artist,1.0,Low,2,2
5087,459779,Female,Yes,62,Yes,Entertainment,1.0,Low,1,1
2213,463732,Male,No,21,No,Healthcare,0.0,Low,4,4
7221,458982,Male,Yes,61,Yes,Executive,1.0,High,3,3
6045,458994,Male,Yes,38,Yes,Healthcare,8.0,Average,4,3
2162,462827,Female,No,22,No,Doctor,1.0,Low,3,1
323,460093,Female,No,45,Yes,Artist,4.0,Low,1,1
3289,466994,Male,Yes,47,Yes,Artist,1.0,Average,2,3
784,460891,Female,Yes,36,No,Artist,2.0,Average,4,3
4499,460395,Female,No,27,Yes,Entertainment,8.0,Low,3,4
4748,467794,Female,No,23,No,Healthcare,0.0,Low,4,4
7495,461658,Female,Yes,62,Yes,Artist,0.0,Average,2,3
316,466573,Female,No,37,Yes,Artist,5.0,Low,2,2
3672,460508,Male,Yes,27,Yes,Healthcare,2.0,High,3,4
7696,467237,Male,Yes,82,Yes,Lawyer,0.0,High,2,4
6202,463761,Male,Yes,33,Yes,Artist,1.0,Average,3,1
6759,461307,Male,No,23,No,Healthcare,1.0,Low,4,4
910,463766,Female,Yes,57,Yes,Artist,1.0,Average,3,3
158,466495,Female,Yes,78,Yes,Lawyer,1.0,High,2,2
196,465539,Female,Yes,49,Yes,Artist,1.0,High,5,2
24,461021,Female,Yes,58,No,Executive,1.0,Average,3,2
6033,463793,Male,No,26,No,Healthcare,1.0,Low,6,1
4237,459711,Male,Yes,37,No,Executive,9.0,High,6,4
4163,464512,Male,Yes,43,No,Executive,8.0,Low,3,1
222,464024,Male,No,20,No,Healthcare,0.0,Low,5,4
5131,463818,Female,Yes,40,Yes,Artist,2.0,Low,1,2
5971,463354,Male,Yes,53,Yes,Executive,4.0,High,4,4
4103,464147,Male,Yes,41,Yes,Artist,0.0,High,3,3
5995,461925,Female,No,33,Yes,Artist,0.0,Low,5,3
796,462466,Male,Yes,52,Yes,Executive,0.0,High,4,3
7204,464255,Female,Yes,50,Yes,Artist,1.0,Average,5,3
7738,467765,Male,Yes,28,No,Entertainment,9.0,High,4,4
2939,462233,Male,No,19,No,Healthcare,1.0,Low,7,4
7371,466447,Female,Yes,49,Yes,Artist,0.0,Average,4,2
6731,461654,Female,No,67,Yes,Artist,0.0,Low,1,2
7842,467591,Female,Yes,41,Yes,Artist,1.0,High,5,2
2100,462799,Male,No,26,No,Healthcare,7.0,Low,5,4
626,467543,Male,Yes,68,Yes,Lawyer,0.0,High,2,2
22,465602,Male,Yes,33,Yes,Artist,13.0,Low,2,1
7682,460162,Female,No,21,No,Healthcare,1.0,Low,4,4
7695,459029,Male,Yes,70,No,Executive,0.0,High,2,2
5659,463730,Male,No,20,No,Lawyer,2.0,Low,2,4
1011,461460,Male,Yes,43,Yes,Executive,7.0,High,3,2
7496,467142,Male,Yes,40,Yes,Executive,0.0,Low,4,2
6691,464359,Female,No,37,Yes,Artist,0.0,Low,3,2
866,461077,Male,No,39,Yes,Entertainment,1.0,Low,8,1
5061,467622,Male,Yes,76,Yes,Lawyer,1.0,High,2,3
246,460704,Male,Yes,43,Yes,Artist,1.0,Low,2,2
3925,462371,Female,No,27,No,Healthcare,5.0,Low,3,4
3893,466867,Female,No,27,No,Homemaker,14.0,Low,1,4
5802,464163,Male,Yes,67,Yes,Executive,0.0,High,4,3
5787,461400,Male,No,36,No,Marketing,0.0,Low,1,4
5967,462943,Male,Yes,61,Yes,Executive,5.0,High,2,2
3139,466732,Female,Yes,48,Yes,Engineer,0.0,High,2,2
716,461792,Female,No,23,No,Healthcare,6.0,Low,5,4
2805,466159,Female,Yes,50,Yes,Engineer,2.0,Average,3,3
5142,463012,Male,Yes,47,No,Engineer,0.0,Low,1,4
5210,459464,Male,No,29,Yes,Artist,1.0,Low,2,2
2685,460217,Male,Yes,45,Yes,Artist,1.0,Average,2,2
6475,460628,Male,Yes,27,Yes,Entertainment,8.0,Low,2,2
4490,459138,Male,Yes,53,Yes,Artist,1.0,Average,3,3
1196,467157,Male,Yes,42,Yes,Executive,9.0,High,6,2
6088,467630,Male,Yes,85,No,Lawyer,0.0,Low,1,4
201,464863,Female,Yes,25,No,Engineer,6.0,Average,8,4
3996,467928,Male,Yes,35,Yes,Artist,2.0,Average,2,3
5232,459966,Female,No,31,Yes,Doctor,1.0,Low,3,2
4201,459234,Female,Yes,83,No,Lawyer,1.0,Low,1,4
4681,462388,Female,Yes,45,Yes,Artist,1.0,High,5,3
2769,459548,Female,Yes,50,Yes,Engineer,1.0,Low,2,1
6106,464839,Female,No,20,No,Healthcare,1.0,Low,5,4
1307,462258,Male,No,25,No,Doctor,1.0,Low,4,4
293,462331,Female,No,31,No,Entertainment,0.0,Low,2,4
7800,461005,Male,No,23,No,Healthcare,0.0,Low,5,4
6015,467156,Male,Yes,37,Yes,Artist,6.0,Low,1,2
6622,460237,Female,No,40,Yes,Healthcare,9.0,Low,1,4
5854,459601,Female,No,23,No,Healthcare,0.0,Low,2,4
3828,467029,Male,Yes,42,Yes,Artist,8.0,Average,2,3
3559,461092,Female,Yes,29,Yes,Homemaker,0.0,High,2,1
671,461597,Female,Yes,38,Yes,Doctor,1.0,Average,4,2
1247,459327,Male,No,50,No,Doctor,9.0,Low,3,4
4173,464430,Female,Yes,51,Yes,Engineer,6.0,Average,2,3
5964,466497,Male,No,83,Yes,Lawyer,0.0,Low,1,4
5969,463567,Male,Yes,40,Yes,Doctor,1.0,Average,2,2
5981,464098,Female,No,28,No,Healthcare,0.0,Low,6,1
5879,462638,Female,No,33,Yes,Engineer,0.0,Low,2,4
2847,466667,Female,No,42,No,Marketing,5.0,Low,2,4
1817,459899,Female,Yes,48,Yes,Artist,0.0,Low,4,3
5315,464477,Male,Yes,36,No,Entertainment,1.0,Low,2,1
3181,462356,Male,No,47,Yes,Engineer,0.0,Low,3,1
7727,462329,Male,Yes,42,No,Executive,2.0,High,4,3
3577,462547,Male,No,22,No,Healthcare,9.0,Low,4,4
4400,460715,Female,Yes,86,No,Lawyer,0.0,High,2,1
206,466068,Female,Yes,53,Yes,Artist,2.0,Low,1,3
2611,466309,Male,No,21,No,Healthcare,1.0,Low,4,4
3857,467624,Male,Yes,35,No,Entertainment,0.0,Average,5,4
5748,462819,Male,Yes,49,Yes,Artist,0.0,Average,3,3
5509,462557,Female,Yes,58,No,Engineer,0.0,Average,2,3
6248,462595,Female,No,29,Yes,Artist,7.0,Low,7,4
5201,459503,Male,Yes,35,Yes,Healthcare,5.0,High,4,3
281,467364,Male,Yes,46,Yes,Artist,1.0,Average,3,3
7134,463973,Male,Yes,56,No,Executive,0.0,High,5,2
7121,465491,Female,No,35,Yes,Artist,0.0,Low,3,2
47,462384,Female,No,29,Yes,Healthcare,0.0,Low,1,1
1381,467131,Male,Yes,50,Yes,Artist,0.0,Low,2,2
736,465248,Female,No,18,No,Healthcare,3.0,Low,3,4
1140,459151,Male,Yes,60,Yes,Lawyer,9.0,Low,2,2
5408,467011,Female,Yes,77,Yes,Lawyer,1.0,High,2,2
2273,461142,Female,No,40,Yes,Engineer,1.0,Low,3,2
1358,460989,Male,No,23,No,Healthcare,1.0,Low,3,4
4951,462682,Male,No,25,No,Entertainment,2.0,Low,7,4
6794,460814,Male,Yes,78,No,Entertainment,0.0,Low,1,4
1178,462255,Male,Yes,73,Yes,Executive,1.0,High,3,3
35,467917,Female,No,27,Yes,Healthcare,3.0,Low,4,4
6073,464061,Male,Yes,30,Yes,Artist,12.0,Average,2,2
2820,460090,Male,Yes,86,No,Lawyer,2.0,Average,2,1
6973,459425,Female,Yes,87,Yes,Lawyer,0.0,High,2,1
3040,459417,Male,No,19,No,Healthcare,1.0,Low,2,4
999,460677,Female,Yes,49,No,Healthcare,2.0,Average,2,4
2721,459117,Male,Yes,66,Yes,Artist,1.0,High,2,3
4041,465489,Female,No,50,Yes,Engineer,1.0,Low,5,1
6339,464458,Male,No,46,Yes,Artist,1.0,Low,2,2
6757,466883,Female,Yes,37,Yes,Artist,2.0,Average,2,2
2199,462407,Male,Yes,37,No,Doctor,2.0,Average,4,1
6365,460929,Male,Yes,50,Yes,Artist,0.0,Average,4,3
5100,464172,Male,Yes,60,Yes,Artist,3.0,High,3,2
4671,460990,Male,No,22,No,Healthcare,1.0,Low,3,4
7508,463834,Female,Yes,41,Yes,Engineer,1.0,Average,4,3
487,462034,Female,Yes,38,Yes,Artist,9.0,High,2,2
2642,467518,Male,No,21,No,Doctor,0.0,Low,2,4
4451,466876,Female,Yes,43,Yes,Entertainment,0.0,Average,2,3
5523,462091,Male,No,18,No,Healthcare,0.0,Low,5,4
6380,467824,Male,Yes,70,Yes,Lawyer,3.0,Low,1,4
2598,467021,Female,Yes,80,No,Lawyer,1.0,High,2,4
8046,465406,Female,No,33,Yes,Healthcare,1.0,Low,1,4
1298,465863,Male,No,27,No,Healthcare,5.0,Low,3,4
5998,459712,Male,No,18,No,Healthcare,1.0,Low,4,4
4992,463922,Female,No,32,No,Healthcare,2.0,Low,5,3
3668,467699,Female,Yes,32,Yes,Doctor,0.0,Average,2,3
4380,466235,Female,Yes,57,Yes,Artist,0.0,Average,4,3
7058,465937,Female,No,30,Yes,Healthcare,9.0,Low,3,4
843,465690,Female,Yes,49,No,Healthcare,8.0,Average,2,2
170,459012,Male,Yes,48,Yes,Artist,3.0,Low,5,2
635,466752,Male,Yes,37,Yes,Healthcare,0.0,Low,1,4
2050,465767,Male,No,28,No,Healthcare,0.0,Low,5,2
3534,467183,Male,Yes,39,Yes,Entertainment,4.0,Average,4,2
6513,460055,Female,No,46,Yes,Artist,8.0,Low,1,3
7192,465757,Male,Yes,39,Yes,Artist,3.0,Average,4,1
1105,467952,Female,Yes,89,Yes,Lawyer,0.0,High,2,3
7558,467937,Male,No,28,Yes,Doctor,0.0,Low,3,3
3590,463954,Male,Yes,22,No,Entertainment,1.0,Average,3,4
1677,467595,Female,No,26,Yes,Healthcare,0.0,Low,1,4
1709,461314,Male,Yes,46,Yes,Artist,1.0,Average,3,3
2111,460098,Female,Yes,62,Yes,Engineer,1.0,Low,1,2
532,466652,Female,Yes,61,Yes,Doctor,1.0,Average,2,2
6671,465466,Male,No,31,No,Healthcare,1.0,Low,3,3
5658,465647,Male,No,31,Yes,Artist,9.0,Low,1,1
2146,459218,Male,Yes,88,Yes,Lawyer,0.0,High,3,3
5213,467906,Female,No,33,No,Healthcare,0.0,Low,5,4
7214,460546,Female,Yes,71,Yes,Lawyer,1.0,Low,2,3
4428,460138,Male,No,33,Yes,Entertainment,9.0,Low,6,4
5662,467802,Female,Yes,47,Yes,Artist,0.0,High,5,3
5395,467800,Female,Yes,53,Yes,Artist,8.0,Average,3,3
6390,465366,Female,No,38,Yes,Artist,8.0,Low,1,2
638,459534,Male,Yes,36,Yes,Artist,0.0,Average,2,3
5491,464123,Female,No,51,Yes,Artist,0.0,Low,1,2
1619,466037,Female,No,53,No,Entertainment,1.0,Low,1,1
844,459221,Male,Yes,70,No,Entertainment,8.0,Low,1,2
4639,464251,Male,Yes,65,Yes,Artist,0.0,Average,4,2
3904,467556,Female,No,40,Yes,Healthcare,1.0,Low,1,1
6936,467226,Female,No,20,No,Entertainment,1.0,Low,4,3
1906,466419,Female,Yes,45,Yes,Entertainment,3.0,Average,5,2
4052,460907,Male,Yes,82,No,Lawyer,1.0,High,3,1
405,462888,Male,Yes,39,Yes,Executive,0.0,High,3,2
3131,462952,Male,Yes,46,Yes,Entertainment,8.0,Low,2,2
1844,461303,Female,No,23,No,Doctor,7.0,Low,4,3
4872,461511,Male,Yes,35,No,Doctor,9.0,Low,2,2
572,466414,Male,Yes,66,Yes,Artist,1.0,Low,3,1
7071,461461,Male,Yes,36,No,Entertainment,9.0,Average,2,2
7704,462463,Male,Yes,61,No,Artist,1.0,Average,2,3
5776,465676,Female,Yes,51,Yes,Entertainment,0.0,Average,2,2
2503,465106,Male,Yes,53,Yes,Executive,1.0,High,2,3
1036,463718,Female,No,27,Yes,Artist,1.0,Low,4,4
4396,467480,Male,Yes,35,Yes,Artist,9.0,Average,2,4
2208,461722,Male,No,27,No,Doctor,1.0,Low,3,2
6494,465477,Male,No,31,No,Healthcare,1.0,Low,3,2
3391,463631,Male,No,25,No,Healthcare,0.0,Low,5,4
6167,467354,Male,Yes,61,Yes,Doctor,3.0,Low,2,1
7452,465222,Male,Yes,69,No,Doctor,8.0,Low,2,1
2426,463501,Male,Yes,52,Yes,Executive,0.0,High,2,3
7685,466403,Female,Yes,49,No,Engineer,1.0,Average,4,1
3769,463141,Male,Yes,60,Yes,Artist,6.0,Low,1,1
4062,463100,Female,No,37,No,Homemaker,8.0,Low,1,4
976,462959,Female,Yes,56,Yes,Engineer,2.0,High,2,2
7791,459042,Female,Yes,41,Yes,Engineer,1.0,Average,3,3
1629,465158,Male,No,45,Yes,Artist,1.0,Low,1,1
2129,464260,Female,Yes,72,Yes,Artist,3.0,Average,3,3
3568,463657,Male,Yes,42,Yes,Executive,0.0,High,2,2
7088,466127,Male,Yes,51,Yes,Doctor,1.0,Average,4,1
3603,465909,Male,Yes,39,Yes,Entertainment,9.0,Low,1,1
5705,461930,Female,No,42,Yes,Artist,0.0,Low,1,1
2160,463410,Male,Yes,37,No,Doctor,0.0,Average,2,2
7627,466693,Male,No,23,No,Healthcare,0.0,Low,2,4
3227,464726,Male,Yes,33,Yes,Executive,11.0,High,9,1
3706,461761,Female,No,27,Yes,Healthcare,0.0,Low,8,3
616,461385,Male,Yes,85,No,Lawyer,0.0,Low,1,4
2380,465928,Female,No,32,Yes,Healthcare,6.0,Low,3,4
5459,465877,Female,No,48,Yes,Artist,6.0,Low,1,4
921,466995,Female,No,35,Yes,Artist,8.0,Low,2,1
319,462541,Male,Yes,70,Yes,Engineer,4.0,High,2,2
7158,462857,Male,No,18,No,Healthcare,1.0,Low,3,4
3071,461672,Female,No,26,No,Engineer,1.0,Low,2,1
886,465051,Male,Yes,63,Yes,Marketing,1.0,High,3,3
147,461740,Male,Yes,80,Yes,Lawyer,1.0,Low,1,2
7442,462917,Male,Yes,65,No,Doctor,1.0,Low,1,4
7241,465755,Female,No,50,Yes,Artist,8.0,Low,3,3
1339,462552,Male,No,31,Yes,Artist,1.0,Low,2,1
5418,463662,Male,Yes,41,Yes,Entertainment,2.0,Average,2,3
2040,460485,Female,No,18,No,Marketing,9.0,Low,5,2
5910,466791,Male,Yes,88,No,Lawyer,1.0,Low,1,1
5852,466314,Male,No,18,No,Healthcare,5.0,Low,4,4
6036,463046,Female,Yes,43,No,Engineer,0.0,Low,1,1
6631,465555,Female,Yes,66,No,Lawyer,4.0,High,2,4
4959,464890,Female,No,33,No,Engineer,0.0,Low,7,1
2886,462220,Female,No,18,No,Healthcare,7.0,Low,3,4
3886,460208,Male,No,27,No,Artist,9.0,Low,8,4
4343,467435,Female,No,30,No,Artist,0.0,Low,2,3
4248,464810,Female,No,27,No,Engineer,1.0,Low,1,1
7385,467137,Female,Yes,59,Yes,Engineer,0.0,Low,1,4
2959,466446,Female,Yes,46,Yes,Artist,1.0,High,3,3
3792,459015,Male,No,19,No,Healthcare,0.0,Low,3,4
4472,459635,Female,No,22,No,Healthcare,8.0,Low,4,4
7526,466023,Male,Yes,68,No,Executive,4.0,High,3,2
6977,460169,Female,Yes,89,Yes,Lawyer,1.0,High,2,3
2779,460230,Male,No,28,Yes,Healthcare,1.0,Low,4,3
5080,462422,Male,Yes,71,Yes,Lawyer,1.0,Low,2,1
1004,465904,Male,No,37,Yes,Artist,9.0,Low,1,1
727,467795,Male,No,22,No,Healthcare,1.0,Low,5,4
1233,460819,Female,Yes,25,No,Marketing,0.0,High,5,4
3565,462955,Male,Yes,42,Yes,Artist,1.0,Low,2,2
3705,462841,Male,No,19,No,Healthcare,8.0,Low,6,4
3977,459091,Male,Yes,67,Yes,Artist,0.0,Average,6,2
4548,465191,Female,No,58,Yes,Engineer,1.0,Low,1,1
3763,467625,Female,Yes,40,Yes,Artist,0.0,Average,2,1
6171,461436,Male,Yes,55,Yes,Artist,8.0,Average,2,3
4768,464934,Male,Yes,77,No,Lawyer,1.0,Low,2,4
4156,467143,Female,No,53,No,Lawyer,1.0,Low,3,4
3581,460706,Female,No,27,No,Engineer,6.0,Low,6,4
7066,467469,Male,Yes,43,No,Entertainment,0.0,Average,3,4
1777,462890,Female,No,25,Yes,Marketing,12.0,Low,1,4
7912,459504,Male,Yes,77,Yes,Lawyer,1.0,High,2,1
4483,462812,Female,No,29,No,Healthcare,0.0,Low,3,3
4230,466278,Female,No,31,No,Lawyer,0.0,Low,2,1
1096,467276,Male,No,43,Yes,Artist,12.0,Low,5,3
799,462528,Female,Yes,49,Yes,Artist,0.0,Low,1,3
743,459894,Female,Yes,35,Yes,Healthcare,1.0,Low,3,3
4566,467291,Male,Yes,53,Yes,Entertainment,1.0,Average,4,4
7585,460278,Male,Yes,29,Yes,Artist,0.0,Low,5,1
3450,461508,Male,No,33,Yes,Artist,8.0,Low,1,1
5810,462086,Male,No,41,Yes,Doctor,4.0,Low,2,2
488,464049,Female,No,32,Yes,Healthcare,1.0,Low,3,3
1067,462369,Male,Yes,63,No,Entertainment,1.0,Average,5,3
5003,464198,Male,Yes,49,Yes,Entertainment,1.0,Low,2,1
675,462060,Female,Yes,46,Yes,Artist,1.0,Average,2,3
7422,466033,Female,Yes,40,Yes,Artist,0.0,Average,4,2
2264,461797,Male,No,30,Yes,Healthcare,1.0,Low,3,4
1477,465713,Male,Yes,59,Yes,Artist,0.0,Average,4,3
5985,461014,Male,No,21,No,Healthcare,9.0,Low,4,4
5994,462715,Female,Yes,55,Yes,Artist,1.0,High,4,2
1302,459633,Male,No,19,No,Healthcare,1.0,Low,2,4
359,459496,Female,No,42,Yes,Artist,3.0,Low,3,1
789,466361,Female,Yes,72,Yes,Lawyer,1.0,High,2,2
1262,464083,Male,Yes,65,No,Lawyer,0.0,High,2,3
425,460216,Female,No,62,No,Entertainment,2.0,Low,1,1
2594,463484,Female,Yes,35,No,Engineer,1.0,High,2,4
5681,462927,Female,No,26,No,Homemaker,9.0,Low,2,1
4335,466005,Male,No,62,Yes,Entertainment,1.0,Low,4,3
7254,467298,Male,Yes,61,Yes,Healthcare,1.0,Low,2,1
4827,467811,Male,Yes,72,Yes,Lawyer,1.0,Low,1,4
4559,459959,Male,Yes,25,Yes,Artist,9.0,Low,4,4
7659,459379,Female,No,19,No,Healthcare,3.0,Low,3,4
2413,467097,Male,Yes,55,Yes,Artist,2.0,Low,1,2
2357,465598,Male,No,28,Yes,Healthcare,6.0,Low,5,4
1136,462562,Female,No,25,Yes,Entertainment,0.0,Low,6,3
6606,461305,Male,No,22,No,Healthcare,1.0,Low,3,4
2250,463440,Female,Yes,73,Yes,Artist,0.0,Average,3,3
2704,461039,Female,Yes,27,No,Engineer,1.0,Average,9,4
1158,460496,Male,No,19,No,Healthcare,7.0,Low,5,4
4708,459318,Female,No,32,Yes,Engineer,0.0,Low,3,4
1882,461079,Female,No,26,No,Engineer,4.0,Low,1,1
7859,467836,Male,Yes,63,No,Executive,1.0,High,3,3
5399,467397,Male,No,29,No,Doctor,8.0,Low,4,2
4673,466672,Male,Yes,62,Yes,Artist,0.0,Low,3,3
776,460798,Female,No,28,No,Engineer,0.0,Low,6,3
2926,459347,Male,Yes,69,Yes,Lawyer,1.0,Low,1,2
4712,461459,Female,Yes,35,Yes,Artist,0.0,Low,3,1
6040,465802,Male,Yes,25,Yes,Healthcare,9.0,Low,2,3
563,467468,Female,No,27,No,Healthcare,9.0,Low,5,4
7700,461756,Female,Yes,35,Yes,Engineer,0.0,Average,2,3
7107,464355,Male,Yes,47,Yes,Executive,1.0,High,4,3
3343,460285,Female,No,57,Yes,Doctor,0.0,Low,2,2
1484,463739,Female,Yes,42,No,Marketing,0.0,Low,3,2
3015,466810,Male,No,19,No,Healthcare,1.0,Low,3,4
1088,467898,Female,Yes,68,Yes,Artist,0.0,Low,1,3
3158,462354,Male,Yes,62,No,Artist,1.0,Average,2,3
5978,467853,Female,Yes,63,Yes,Artist,1.0,Average,5,3
2003,463113,Female,No,32,Yes,Doctor,1.0,Low,6,4
1200,464913,Male,Yes,52,Yes,Entertainment,0.0,Low,4,2
4144,460402,Female,Yes,50,Yes,Doctor,1.0,Low,2,1
6692,461838,Male,Yes,49,Yes,Artist,0.0,Low,1,3
1142,466837,Female,No,38,Yes,Marketing,9.0,Low,4,4
6116,460844,Male,Yes,51,Yes,Healthcare,1.0,Low,2,1
7569,463390,Female,Yes,50,Yes,Artist,0.0,Average,2,3
7636,466909,Male,Yes,61,Yes,Artist,0.0,Low,2,2
123,461094,Female,No,28,Yes,Healthcare,1.0,Low,3,4
5223,461839,Male,Yes,58,Yes,Artist,1.0,Average,2,3
6459,465528,Female,Yes,46,Yes,Lawyer,0.0,Low,2,3
2496,461148,Male,Yes,37,Yes,Artist,1.0,Average,3,1
4151,466976,Male,Yes,47,Yes,Artist,0.0,Low,1,2
5284,460213,Male,Yes,40,Yes,Entertainment,5.0,Low,1,4
1545,460381,Male,No,28,Yes,Artist,13.0,Low,2,1
1280,464247,Male,Yes,59,No,Engineer,0.0,Low,1,1
3444,465139,Male,Yes,40,No,Executive,9.0,Average,2,4
136,459390,Female,No,41,No,Artist,5.0,Low,2,2
661,467647,Male,No,28,Yes,Healthcare,2.0,Low,3,4
1716,467105,Female,Yes,45,Yes,Lawyer,0.0,Low,1,2
7237,466243,Female,Yes,38,No,Engineer,1.0,Low,2,1
4505,460613,Female,Yes,46,Yes,Homemaker,8.0,Average,3,3
6205,465783,Male,No,23,No,Healthcare,1.0,Low,5,4
1489,464554,Female,No,35,Yes,Artist,0.0,Low,7,3
7024,465114,Female,No,43,No,Doctor,4.0,Low,6,2
3692,467214,Male,No,26,No,Engineer,0.0,Low,4,4
543,465500,Male,Yes,65,Yes,Entertainment,1.0,High,2,3
3589,462487,Male,Yes,61,Yes,Entertainment,2.0,Average,4,3
7457,467672,Female,Yes,36,Yes,Artist,7.0,Average,2,3
3449,464995,Male,Yes,45,No,Executive,3.0,High,4,4
5891,466578,Male,No,45,No,Artist,2.0,Low,1,2
7757,464855,Female,Yes,37,No,Engineer,1.0,Average,9,1
424,467880,Female,Yes,45,Yes,Artist,1.0,Average,2,3
5749,462456,Male,No,18,No,Healthcare,0.0,Low,8,4
7543,459942,Male,No,51,Yes,Artist,5.0,Low,1,2
7308,461250,Female,Yes,47,Yes,Lawyer,2.0,High,4,4
3415,459198,Female,Yes,66,Yes,Artist,0.0,Average,3,3
5037,466418,Male,Yes,85,No,Lawyer,0.0,Low,1,4
3694,464929,Male,Yes,69,No,Doctor,0.0,Average,3,2
5918,462570,Female,No,29,No,Homemaker,1.0,Low,6,4
4399,464848,Male,Yes,35,No,Entertainment,1.0,Average,4,2
3836,460645,Female,No,40,No,Doctor,1.0,Low,2,3
5170,466647,Female,Yes,41,Yes,Artist,7.0,High,2,3
